245,315,,286,210,,421,370
188,307,,292,213,,425,374
148,304,,293,213,,429,379
134,300,,292,212,,431,384
137,301,,294,212,,430,387
143,303,,298,214,,427,387
154,301,,301,217,,427,386
163,303,,300,220,,427,386
167,309,,299,223,,431,387
155,313,,301,224,,435,391
153,309,,302,223,,438,396
160,301,,306,212,,437,398
158,305,,309,187,,435,398
159,311,,316,184,,434,396
160,314,,316,191,,434,393
158,313,,315,195,,437,395
164,313,,314,198,,441,400
168,318,,314,199,,444,403
170,323,,318,201,,444,403
175,322,,323,203,,442,394
181,320,,326,207,,440,390
184,321,,309,210,,440,393
185,326,,285,213,,443,399
182,330,,281,214,,446,400
185,328,,279,214,,451,396
189,326,,261,215,,452,394
194,328,,259,217,,450,394
198,333,,268,220,,447,397
203,335,,272,223,,447,404
203,333,,273,225,,448,406
203,331,,272,225,,452,400
204,335,,276,225,,456,393
206,340,,282,227,,459,388
209,341,,287,230,,458,381
210,339,,288,233,,455,380
210,338,,287,236,,454,382
212,341,,286,236,,456,383
210,345,,287,233,,458,379
207,345,,288,232,,462,376
209,342,,292,234,,465,380
213,344,,293,237,,465,383
217,349,,292,240,,463,376
220,353,,291,243,,460,376
219,350,,291,244,,460,376
218,347,,293,244,,462,359
217,348,,,244,,466,349
217,354,,,246,,469,334
210,356,,,248,,469,321
213,353,,,251,,467,327
219,352,,,253,,463,340
219,356,,,253,,462,341
217,361,,,253,,464,343
217,361,,,248,,468,347
218,357,,,245,,472,352
222,358,,,248,,473,353
224,362,,,252,,469,353
218,366,,,254,,466,353
220,365,,,250,,465,357
221,362,,,247,,467,366
222,364,,,247,,472,369
221,368,,,248,,476,366
224,371,,,251,,477,357
228,369,,,255,,476,347
232,368,,,257,,473,351
233,369,,,258,,472,356
232,374,,,253,,473,354
231,376,,,253,,478,356
230,373,,,255,,481,362
232,372,,,259,,483,369
237,374,,,262,,482,370
240,379,,,264,,479,368
240,380,,,265,,478,369
240,376,,,264,,479,373
240,376,,,262,,482,377
242,378,,,262,,486,375
244,382,,,265,,489,370
246,384,,,269,,487,350
247,382,,,270,,484,342
246,380,,,271,,482,347
245,382,,,270,,483,350
245,386,,,269,,485,352
247,388,,,271,,490,358
247,387,,,274,,492,361
247,385,,,276,,492,357
247,385,,,277,,489,348
243,389,,,277,,487,348
241,391,,,277,,487,355
243,388,,,278,,489,
242,385,,,272,,493,
237,386,,,259,,497,
233,389,,,245,,496,
235,393,,,245,,492,
234,393,,,245,,489,
,389,,,245,,488,
,384,,,248,,490,
,383,,,252,,495,
,387,,,257,,499,
,389,,,261,,498,
,386,,,262,,497,
,385,,,261,,493,
,388,,,260,,492,
,392,,,261,,494,
,393,,,259,,497,
,389,,,260,,502,
,389,,,264,,503,
,392,,,265,,500,
,396,,,264,,497,
,,,,263,,496,
,,,,264,,497,
,,,,268,,502,
,,,,269,,505,
,,,,267,,508,
,,,,267,,506,
,,,,266,,501,
,,,,266,,499,
,,,,268,,502,
,,,,272,,504,
,,,,276,,506,
,,,,264,,502,
,,,,213,,498,
,,,,167,,494,
,,,,152,,493,
,,,,157,,494,
,,,,161,,498,
,,,,161,,501,
,,,,163,,503,
,,,,164,,503,
,,,,168,,499,
,,,,171,,497,
,,,,176,,494,
,,,,179,,497,
,,,,182,,501,
,,,,179,,504,
,,,,181,,503,
,,,,185,,499,
,,,,191,,498,
,,,,195,,498,
,,,,197,,500,
,,,,198,,500,
,,,,197,,501,
,,,,200,,500,
,,,,204,,498,
,,,,209,,497,
,,,,212,,497,
,,,,212,,501,
,,,,211,,505,
,,,,212,,507,
,,,,215,,506,
,,,,219,,502,
,,,,223,,494,
,,,,222,,492,
,,,,220,,495,
,,,,220,,500,
,,,,221,,503,
,,,,224,,500,
,,,,227,,496,
,,,,228,,478,
,,,,228,,443,
,,,,227,,414,
,,,,228,,395,
,,,,230,,380,
,,,,235,,374,
,,,,238,,374,
,,,,239,,375,
,,,,238,,369,
,,,,237,,366,
,,,,237,,368,
,,,,239,,373,
,,,,242,,371,
,,,,245,,371,
,,,,247,,370,
,,,,246,,372,
,,,,240,,374,
,,,,204,,378,
,,,,165,,382,
,,,,162,,383,
,,,,172,,383,
,,,,177,,381,
,,,,167,,381,
,,,,146,,384,
,,,,150,,388,
,,,,159,,393,
,,,,168,,395,
,,,,175,,395,
,,,,179,,393,
,,,,181,,392,
,,,,182,,394,
,,,,183,,399,
,,,,186,,403,
,,,,189,,405,
,,,,192,,402,
,,,,195,,399,
,,,,197,,398,
,,,,196,,399,
,,,,197,,405,
,,,,200,,409,
,,,,205,,411,
,,,,209,,411,
,,,,211,,409,
,,,,211,,409,
,,,,211,,411,
,,,,211,,416,
,,,,215,,419,
,,,,218,,421,
,,,,220,,419,
,,,,220,,416,
,,,,219,,416,
,,,,218,,418,
,,,,218,,422,
,,,,222,,427,
,,,,228,,429,
,,,,229,,427,
,,,,229,,424,
,,,,227,,423,
,,,,222,,425,
,,,,218,,430,
,,,,222,,435,
,,,,227,,436,
,,,,229,,435,
,,,,229,,432,
,,,,228,,434,
,,,,228,,435,
,,,,232,,437,
,,,,236,,439,
,,,,238,,439,
,,,,236,,437,
,,,,235,,435,
,,,,,,437,
,,,,,,441,
,,,,,,446,
